DATE,PLANT,PARTNER,MATERIAL,VALUE,
01.02.2021,1114,21022451,BT00001,-32,
01.02.2021,1114,21022451,BT00001,-16,
01.02.2021,1114,21022451,BT00001,-16,
01.02.2021,1114,21022451,BT00001,-32,
01.02.2021,1114,21022451,BT00001,-32,
01.02.2021,1114,21022451,BT00001,-12,
01.02.2021,1114,21022451,BT00001,-26,
01.02.2021,1114,21022451,BT00001,-16,
01.02.2021,1114,21022451,BT00001,-16,
01.02.2021,1114,21022451,BT00001,-16,
01.02.2021,1114,21022451,BT00001,-16,
01.02.2021,1114,21022451,BT00002,-8,
01.02.2021,1114,21022451,BT00002,-16,
01.02.2021,1114,21022451,BT00002,-32,
01.02.2021,1114,21022451,BT00002,-32,
01.02.2021,1114,21022451,BT00005,-32,
01.02.2021,1114,21022451,BT00005,-32,
01.02.2021,1119,21022621,BT00001,160,
01.02.2021,1119,21022621,BT00002,96,
01.02.2021,1119,21022621,BT00002,320,
01.02.2021,1119,21022621,BT00007,51,
01.02.2021,1119,21022621,BT00007,16,
01.02.2021,1112,21022760,BT00001,32,
01.02.2021,1121,21023187,BT00001,8,
01.02.2021,1125,21023429,BT00003,12,
01.02.2021,1125,21023429,BT00003,24,
01.02.2021,1112,21023904,BT00001,12,
01.02.2021,1123,21024048,BT00002,28,
01.02.2021,1123,21024048,BT00002,56,
01.02.2021,1123,21024048,BT00002,41,
01.02.2021,1123,21024048,BT00005,14,
01.02.2021,1123,21024048,BT00005,5,
01.02.2021,1123,21024048,BT00005,3,
01.02.2021,1123,21024048,BT00005,12,
01.02.2021,1123,21024048,BT00005,3,
01.02.2021,1123,21024048,BT00005,7,
01.02.2021,1123,21024048,BT00007,4,
01.02.2021,1123,21024048,BT00007,21,
01.02.2021,1123,21024048,BT00007,4,
01.02.2021,1123,21024048,BT00007,23,
01.02.2021,1123,21024048,BT00007,128,
01.02.2021,1123,21024048,BT00007,59,
01.02.2021,1123,21024048,BT00007,41,
01.02.2021,1123,21024048,BT00007,144,
01.02.2021,1120,21024221,BT00001,12,
01.02.2021,1117,21024344,BT00001,4,
01.02.2021,1117,21024344,BT00001,208,
01.02.2021,1118,21024344,BT00001,36,
01.02.2021,1118,21024344,BT00001,48,
01.02.2021,1118,21024344,BT00001,12,
01.02.2021,1118,21024344,BT00001,36,
01.02.2021,1114,21024456,BT00001,-160,
01.02.2021,1114,21024456,BT00001,-16,
01.02.2021,1114,21024456,BT00001,-4,
01.02.2021,1114,21024456,BT00002,-32,
01.02.2021,1114,21024456,BT00002,-128,
01.02.2021,1114,21024456,BT00002,-128,
01.02.2021,1114,21024456,BT00003,-156,
01.02.2021,1114,21024456,BT00005,-32,
01.02.2021,1114,21024456,BT00005,-32,
01.02.2021,1114,21024456,BT00003,312,
01.02.2021,1114,21024456,BT00005,16,
01.02.2021,1112,21024711,BT00001,32,
01.02.2021,1117,21024711,BT00002,16,
01.02.2021,1114,21025174,BT00001,48,
01.02.2021,1114,21025174,BT00001,304,
01.02.2021,1114,21025174,BT00002,32,
01.02.2021,1114,21025174,BT00002,32,
01.02.2021,1119,21025346,BT00002,8,
01.02.2021,1119,21025346,BT00002,8,
01.02.2021,1121,21025501,BT00001,12,
01.02.2021,1121,21025501,BT00001,18,
01.02.2021,1121,21025501,BT00001,12,
01.02.2021,1121,21025501,BT00001,36,
01.02.2021,1112,21025501,BT00002,2,
01.02.2021,1120,21025501,BT00002,2,
01.02.2021,1120,21025501,BT00002,9,
01.02.2021,1120,21025501,BT00002,6,
01.02.2021,1120,21025501,BT00002,40,
01.02.2021,1121,21025501,BT00002,1,
01.02.2021,1121,21025501,BT00002,1,
01.02.2021,1121,21025501,BT00002,8,
01.02.2021,1112,21025753,BT00001,48,
01.02.2021,1112,21025753,BT00002,8,
01.02.2021,1120,21025753,BT00002,3,
01.02.2021,1112,21025753,BT00003,48,
01.02.2021,1112,21025753,BT00003,72,
01.02.2021,1112,21025753,BT00003,60,
01.02.2021,1112,21025753,BT00003,12,
01.02.2021,1120,21026905,BT00006,63,
01.02.2021,1119,21027368,BT00004,32,
01.02.2021,1114,21027591,BT00005,16,
01.02.2021,1112,21027998,BT00003,240,
01.02.2021,1119,21029547,BT00001,80,
01.02.2021,1112,21029623,BT00003,60,
01.02.2021,1112,21029623,BT00003,72,
01.02.2021,1125,21029759,BT00002,10,
01.02.2021,1125,21029759,BT00002,6,
01.02.2021,1125,21029759,BT00002,1,
01.02.2021,1125,21029759,BT00002,3,
01.02.2021,1125,21029759,BT00002,1,
01.02.2021,1125,21029759,BT00002,1,
01.02.2021,1125,21029759,BT00002,1,
01.02.2021,1125,21029759,BT00002,1,
01.02.2021,1125,21029759,BT00002,1,
01.02.2021,1125,21029759,BT00002,2,
01.02.2021,1125,21029759,BT00003,4,
01.02.2021,1117,21032009,BT00001,32,
01.02.2021,1117,21032009,BT00001,16,
01.02.2021,1117,21032009,BT00001,16,
01.02.2021,1117,21032009,BT00001,14,
01.02.2021,1117,21032009,BT00001,2,
01.02.2021,1117,21032009,BT00001,16,
01.02.2021,1117,21032009,BT00001,13,
01.02.2021,1117,21032009,BT00001,3,
01.02.2021,1117,21032009,BT00001,16,
01.02.2021,1117,21032009,BT00001,32,
01.02.2021,1117,21032009,BT00001,32,
01.02.2021,1120,21032522,BT00007,16,
01.02.2021,1116,21036312,BT00001,16,
01.02.2021,1119,21036312,BT00002,8,
01.02.2021,1119,21036312,BT00002,22,
01.02.2021,1120,21036312,BT00002,23,
01.02.2021,1125,21036312,BT00002,9,
01.02.2021,1118,21036312,BT00003,24,
01.02.2021,1121,21037333,BT00001,128,
01.02.2021,1121,21037333,BT00004,64,
01.02.2021,1116,21040905,BT00004,32,
01.02.2021,1116,21040905,BT00004,8,
01.02.2021,1116,21040905,BT00004,80,
01.02.2021,1121,21042004,BT00002,13,
01.02.2021,1120,21042004,BT00003,24,
01.02.2021,1120,21042004,BT00006,63,
01.02.2021,1112,21042912,BT00002,8,
01.02.2021,1116,21042912,BT00007,16,
01.02.2021,1116,21042912,BT00007,16,
01.02.2021,1116,21042912,BT00007,16,
01.02.2021,1116,21042912,BT00007,16,
01.02.2021,1112,2400232,BT00001,-16,
01.02.2021,1112,2400232,BT00003,-32,
01.02.2021,1121,2400284,BT00001,-64,
01.02.2021,1121,2400284,BT00001,-64,
01.02.2021,1121,2400284,BT00001,-4,
01.02.2021,1119,2400384,BT00001,-64,
01.02.2021,1120,2400423,BT00001,32,
01.02.2021,1120,2400487,BT00001,1768,
01.02.2021,1115,2400487,BT00001,-3,
01.02.2021,1115,2400487,BT00001,-6,
01.02.2021,1115,2400487,BT00001,-12,
01.02.2021,1115,2400487,BT00001,-36,
01.02.2021,1115,2400487,BT00001,-28,
01.02.2021,1115,2400487,BT00001,-16,
01.02.2021,1115,2400487,BT00001,-44,
01.02.2021,1115,2400487,BT00001,-16,
01.02.2021,1115,2400487,BT00001,-12,
01.02.2021,1115,2400487,BT00001,-36,
01.02.2021,1115,2400487,BT00001,-12,
01.02.2021,1115,2400487,BT00001,-8,
01.02.2021,1115,2400487,BT00001,-4,
01.02.2021,1115,2400487,BT00001,-16,
01.02.2021,1115,2400487,BT00001,-80,
01.02.2021,1115,2400487,BT00001,-32,
01.02.2021,1115,2400487,BT00001,-8,
01.02.2021,1115,2400487,BT00001,-20,
01.02.2021,1115,2400487,BT00001,-16,
01.02.2021,1115,2400487,BT00001,-32,
01.02.2021,1115,2400487,BT00001,-48,
01.02.2021,1115,2400487,BT00001,-1,
01.02.2021,1115,2400487,BT00001,-10,
01.02.2021,1115,2400487,BT00001,-3,
01.02.2021,1115,2400487,BT00001,-12,
01.02.2021,1115,2400487,BT00001,-32,
01.02.2021,1115,2400487,BT00001,-12,
01.02.2021,1115,2400487,BT00001,-36,
01.02.2021,1115,2400487,BT00001,-80,
01.02.2021,1115,2400487,BT00001,-4,
01.02.2021,1120,2400487,BT00001,-144,
01.02.2021,1120,2400487,BT00001,-16,
01.02.2021,1112,2400487,BT00002,-32,
01.02.2021,1112,2400487,BT00002,-622,
01.02.2021,1112,2400487,BT00002,-107,
01.02.2021,1112,2400487,BT00002,-96,
01.02.2021,1124,2400487,BT00002,-7,
01.02.2021,1124,2400487,BT00002,-7,
01.02.2021,1116,2400487,BT00003,-12,
01.02.2021,1116,2400487,BT00004,-32,
01.02.2021,1112,2400487,BT00007,-78,
01.02.2021,1112,2400668,BT00002,-17,
01.02.2021,1112,2400668,BT00002,-55,
01.02.2021,1115,2401037,BT00001,-1,
01.02.2021,1115,2401037,BT00001,-16,
01.02.2021,1115,2401037,BT00001,-24,
01.02.2021,1115,2401037,BT00001,-16,
01.02.2021,1120,2401037,BT00001,-64,
01.02.2021,1115,2401037,BT00003,-20,
01.02.2021,1112,2401749,BT00001,-35,
01.02.2021,1115,2401749,BT00002,-8,
01.02.2021,1112,2401843,BT00001,-32,
01.02.2021,1112,2401843,BT00001,-64,
01.02.2021,1112,2401843,BT00001,-16,
01.02.2021,1112,2401843,BT00001,-188,
01.02.2021,1112,2401843,BT00001,-32,
01.02.2021,1112,2401843,BT00001,-16,
01.02.2021,1112,2401843,BT00001,-32,
01.02.2021,1115,2401843,BT00001,-32,
01.02.2021,1115,2401843,BT00001,-12,
01.02.2021,1115,2401843,BT00001,-16,
01.02.2021,1125,2401843,BT00001,-16,
01.02.2021,1125,2401843,BT00002,-8,
01.02.2021,1115,2404636,BT00001,-93,
01.02.2021,1115,2404636,BT00002,-32,
01.02.2021,1112,2405756,BT00001,-41,
01.02.2021,1115,2407666,BT00001,-48,
01.02.2021,1115,2407666,BT00001,-48,
01.02.2021,1120,2407666,BT00001,-272,
01.02.2021,1120,2407666,BT00001,-16,
01.02.2021,1120,2407666,BT00001,-16,
01.02.2021,1120,2407666,BT00001,-16,
01.02.2021,1125,2407666,BT00001,-48,
01.02.2021,1120,2407666,BT00003,-36,
01.02.2021,1111,2407923,BT00001,-3,
01.02.2021,1118,2410036,BT00001,-16,
01.02.2021,1118,2410036,BT00001,-520,
01.02.2021,1118,2410036,BT00002,-104,
01.02.2021,1118,2410036,BT00003,-200,
01.02.2021,1111,2420473,BT00001,624,
01.02.2021,1111,2420473,BT00002,416,
01.02.2021,1111,2420473,BT00004,312,
01.02.2021,1111,2420473,BT00005,208,
01.02.2021,1111,2420475,BT00001,520,
01.02.2021,1111,2420475,BT00001,520,
01.02.2021,1111,2420475,BT00001,1976,
01.02.2021,1111,2420475,BT00002,624,
01.02.2021,1111,2420475,BT00002,624,
01.02.2021,1111,2420475,BT00003,360,
01.02.2021,1111,2420475,BT00003,920,
01.02.2021,1111,2420475,BT00003,280,
01.02.2021,1111,2420475,BT00006,27,
01.02.2021,1111,2420475,BT00006,27,
01.02.2021,1111,2420475,BT00007,160,
01.02.2021,1112,2420564,BT00001,396,
01.02.2021,1117,2420564,BT00001,-192,
01.02.2021,1112,2420564,BT00002,440,
01.02.2021,1119,2420914,BT00004,-56,
01.02.2021,1113,2421042,BT00005,-8,
01.02.2021,1113,2421241,BT00002,-120,
01.02.2021,1115,2421437,BT00001,-1,
01.02.2021,1113,2421529,BT00004,-72,
01.02.2021,1113,2421529,BT00005,-32,
01.02.2021,1111,2421823,BT00001,156,
01.02.2021,1111,2421857,BT00003,-40,
01.02.2021,1111,2421857,BT00006,-108,
01.02.2021,1118,2421896,BT00001,-416,
01.02.2021,1118,2421896,BT00002,-208,
01.02.2021,1118,2421896,BT00003,-320,
01.02.2021,1111,2422385,BT00001,-1196,
01.02.2021,1118,2423572,BT00001,-52,
01.02.2021,1118,2423572,BT00003,-160,
01.02.2021,1119,2423592,BT00001,988,
01.02.2021,1119,2423592,BT00001,-156,
01.02.2021,1119,2423592,BT00002,-416,
01.02.2021,1119,2423592,BT00005,1040,
01.02.2021,1111,2423720,BT00001,-208,
01.02.2021,1111,2427211,BT00001,1040,
01.02.2021,1124,2427211,BT00001,-256,
01.02.2021,1111,2427211,BT00002,1040,
01.02.2021,1124,2427211,BT00003,-36,
01.02.2021,1111,2427791,BT00003,400,
01.02.2021,1111,2427791,BT00003,400,
01.02.2021,1111,2427791,BT00006,432,
01.02.2021,1111,2427791,BT00006,216,
01.02.2021,1111,2427791,BT00007,160,
01.02.2021,1111,2427846,BT00001,-260,
01.02.2021,1115,2428311,BT00001,1664,
01.02.2021,1116,2428311,BT00001,-520,
01.02.2021,1117,2428311,BT00001,-156,
01.02.2021,1116,2428311,BT00002,-416,
01.02.2021,1116,2428311,BT00003,-80,
01.02.2021,1116,2428311,BT00004,-104,
01.02.2021,1118,2430494,BT00001,208,
01.02.2021,1118,2430494,BT00001,52,
01.02.2021,1118,2430494,BT00001,260,
01.02.2021,1118,2430494,BT00001,104,
01.02.2021,1118,2430494,BT00001,52,
01.02.2021,1118,2430494,BT00001,-832,
01.02.2021,1118,2430494,BT00002,416,
01.02.2021,1118,2430494,BT00002,104,
01.02.2021,1118,2430494,BT00002,104,
01.02.2021,1118,2430494,BT00003,-400,
01.02.2021,1118,2430494,BT00006,-270,
01.02.2021,1111,2431009,BT00001,1248,
01.02.2021,1111,2431009,BT00002,208,
01.02.2021,1111,2431009,BT00003,320,
01.02.2021,1111,2431009,BT00007,320,
01.02.2021,1114,2431233,BT00001,8,
01.02.2021,1114,2431233,BT00003,80,
01.02.2021,1114,2431658,BT00001,208,
01.02.2021,1114,2431658,BT00003,40,
01.02.2021,1114,2432091,BT00001,104,
01.02.2021,1114,2432091,BT00002,104,
01.02.2021,1111,2432235,BT00005,-416,
01.02.2021,1111,2432357,BT00001,-520,
01.02.2021,1111,2432357,BT00002,-1560,
01.02.2021,1111,2432358,BT00001,-572,
01.02.2021,1125,2433147,BT00001,3,
01.02.2021,1111,2433147,BT00002,-520,
01.02.2021,1125,2433147,BT00006,27,
01.02.2021,1111,2433147,BT00006,-135,
01.02.2021,1120,2435213,BT00001,1612,
01.02.2021,1120,2435213,BT00001,-1716,
01.02.2021,1120,2435213,BT00003,560,
01.02.2021,1120,2435213,BT00003,-440,
01.02.2021,1120,2435213,BT00006,405,
01.02.2021,1120,2435213,BT00006,-189,
02.02.2021,1118,247900,BT00002,32,
02.02.2021,1119,247900,BT00002,4,
02.02.2021,1119,247900,BT00007,1,
02.02.2021,1115,276000,BT00001,4,
02.02.2021,1115,276000,BT00001,8,
02.02.2021,1115,276000,BT00001,1,
02.02.2021,1115,276000,BT00002,16,
02.02.2021,1115,276000,BT00002,1,
02.02.2021,1118,281400,BT00007,48,
02.02.2021,1114,331800,BT00001,16,
02.02.2021,1114,331800,BT00001,4,
02.02.2021,1114,331800,BT00001,16,
02.02.2021,1119,331800,BT00001,16,
02.02.2021,1119,331800,BT00001,16,
02.02.2021,1114,331800,BT00002,32,
02.02.2021,1114,331800,BT00002,8,
02.02.2021,1114,331800,BT00002,32,
02.02.2021,1114,331800,BT00002,32,
02.02.2021,1114,331800,BT00002,1,
02.02.2021,1114,331800,BT00002,1,
02.02.2021,1114,331800,BT00002,32,
02.02.2021,1114,331800,BT00002,8,
02.02.2021,1114,331800,BT00002,32,
02.02.2021,1114,331800,BT00002,32,
02.02.2021,1114,331800,BT00002,8,
02.02.2021,1114,331800,BT00002,32,
02.02.2021,1119,331800,BT00002,32,
02.02.2021,1114,331800,BT00007,32,
02.02.2021,1114,331800,BT00007,7,
02.02.2021,1114,331800,BT00007,16,
02.02.2021,1114,331800,BT00007,2,
02.02.2021,1114,331800,BT00007,1,
02.02.2021,1114,331800,BT00007,16,
02.02.2021,1117,339800,BT00002,1,
02.02.2021,1117,339800,BT00002,1,
02.02.2021,1117,339800,BT00002,1,
02.02.2021,1114,597200,BT00002,16,
02.02.2021,1115,597200,BT00003,4,
02.02.2021,1115,597200,BT00003,24,
02.02.2021,1115,597200,BT00003,4,
02.02.2021,1112,1085200,BT00002,10,
02.02.2021,1118,1118000,BT00006,45,
02.02.2021,1118,1158600,BT00001,112,
02.02.2021,1114,1158600,BT00003,12,
02.02.2021,1114,1158600,BT00003,12,
02.02.2021,1114,1158600,BT00003,24,
02.02.2021,1114,1158600,BT00003,12,
02.02.2021,1114,1158600,BT00003,12,
02.02.2021,1114,1158600,BT00003,12,
02.02.2021,1114,1158600,BT00003,24,
02.02.2021,1117,1164200,BT00001,1,
02.02.2021,1117,1164200,BT00001,12,
02.02.2021,1115,1185200,BT00001,48,
02.02.2021,1119,1205600,BT00001,48,
02.02.2021,1119,1205600,BT00001,16,
02.02.2021,1119,1205600,BT00001,48,
02.02.2021,1119,1205600,BT00001,32,
02.02.2021,1120,1205600,BT00001,16,
02.02.2021,1120,1205600,BT00001,16,
02.02.2021,1117,1205600,BT00002,16,
02.02.2021,1120,1205600,BT00002,2,
02.02.2021,1112,1205600,BT00003,24,
02.02.2021,1112,1205600,BT00003,36,
02.02.2021,1121,1205600,BT00003,48,
02.02.2021,1118,1218678,BT00007,20,
02.02.2021,1118,1225000,BT00006,5,
02.02.2021,1118,1225000,BT00006,18,
02.02.2021,1118,1245800,BT00001,16,
02.02.2021,1118,1245800,BT00003,48,
02.02.2021,1119,1245800,BT00003,12,
02.02.2021,1119,1245800,BT00004,32,
02.02.2021,1119,1245800,BT00005,32,
02.02.2021,1118,1273000,BT00001,32,
02.02.2021,1118,1273000,BT00001,32,
02.02.2021,1118,1273000,BT00001,48,
02.02.2021,1118,1273000,BT00001,48,
02.02.2021,1118,1273000,BT00001,64,
02.02.2021,1118,1273000,BT00001,48,
02.02.2021,1119,1943500,BT00001,64,
02.02.2021,1119,1943500,BT00001,64,
02.02.2021,1125,1943500,BT00001,64,
02.02.2021,1125,1943500,BT00001,32,
02.02.2021,1125,1943500,BT00001,24,
02.02.2021,1125,1943500,BT00001,7,
02.02.2021,1125,1943500,BT00001,13,
02.02.2021,1125,1943500,BT00001,16,
02.02.2021,1125,1943500,BT00001,16,
02.02.2021,1125,1943500,BT00001,32,
02.02.2021,1125,1943500,BT00001,32,
02.02.2021,1125,1943500,BT00001,32,
02.02.2021,1125,1943500,BT00001,16,
02.02.2021,1125,1943500,BT00001,16,
02.02.2021,1125,1943500,BT00001,8,
02.02.2021,1125,1943500,BT00001,16,
02.02.2021,1125,1943500,BT00001,-7,
02.02.2021,1125,1943500,BT00007,7,
02.02.2021,1125,1943500,BT00007,16,
02.02.2021,1125,1943500,BT00007,16,
02.02.2021,1125,1943500,BT00007,96,
02.02.2021,1125,1943500,BT00007,2,
02.02.2021,1125,1943500,BT00007,2,
02.02.2021,1112,2022000,BT00007,12,
02.02.2021,1112,2022000,BT00007,2,
02.02.2021,1112,2051800,BT00001,1,
02.02.2021,1114,2051800,BT00001,16,
02.02.2021,1114,2051800,BT00001,24,
02.02.2021,1114,2051800,BT00001,16,
02.02.2021,1119,2051800,BT00001,12,
02.02.2021,1119,2051800,BT00001,36,
02.02.2021,1119,2051800,BT00001,28,
02.02.2021,1119,2051800,BT00001,16,
02.02.2021,1119,2051800,BT00001,44,
02.02.2021,1119,2051800,BT00001,16,
02.02.2021,1119,2051800,BT00001,12,
02.02.2021,1119,2051800,BT00001,36,
02.02.2021,1119,2051800,BT00001,12,
02.02.2021,1119,2051800,BT00001,8,
02.02.2021,1119,2051800,BT00001,4,
02.02.2021,1119,2051800,BT00001,16,
02.02.2021,1119,2051800,BT00001,80,
02.02.2021,1119,2051800,BT00001,32,
02.02.2021,1119,2051800,BT00001,8,
02.02.2021,1119,2051800,BT00001,20,
02.02.2021,1119,2051800,BT00001,16,
02.02.2021,1119,2051800,BT00001,32,
02.02.2021,1119,2051800,BT00001,48,
02.02.2021,1119,2051800,BT00001,1,
02.02.2021,1119,2051800,BT00001,10,
02.02.2021,1119,2051800,BT00001,3,
02.02.2021,1119,2051800,BT00001,12,
02.02.2021,1119,2051800,BT00001,32,
02.02.2021,1119,2051800,BT00001,12,
02.02.2021,1119,2051800,BT00001,36,
02.02.2021,1119,2051800,BT00001,80,
02.02.2021,1119,2051800,BT00001,4,
02.02.2021,1120,2051800,BT00001,12,
02.02.2021,1120,2051800,BT00001,32,
02.02.2021,1120,2051800,BT00001,16,
02.02.2021,1124,2051800,BT00001,48,
02.02.2021,1124,2051800,BT00001,48,
02.02.2021,1123,2051800,BT00002,8,
02.02.2021,1114,2051800,BT00003,20,
02.02.2021,1114,2060300,BT00005,32,
02.02.2021,1114,2060300,BT00005,32,
02.02.2021,1119,2137100,BT00007,20,
02.02.2021,1112,2203800,BT00002,2,
02.02.2021,1112,2203800,BT00002,2,
02.02.2021,1112,2203800,BT00002,1,
02.02.2021,1112,2203800,BT00007,1,
02.02.2021,1119,2240900,BT00004,320,
02.02.2021,1124,2240900,BT00004,80,
02.02.2021,1124,2240900,BT00004,128,
02.02.2021,1124,2240900,BT00004,464,
02.02.2021,1123,2306100,BT00002,16,
02.02.2021,1112,2471800,BT00002,8,
02.02.2021,1112,2471800,BT00002,16,
02.02.2021,1112,2471800,BT00002,16,
02.02.2021,1112,2471800,BT00002,40,
02.02.2021,1117,2471800,BT00007,16,
02.02.2021,1117,2471800,BT00007,48,
02.02.2021,1117,2471800,BT00007,48,
02.02.2021,1114,2486800,BT00001,16,
02.02.2021,1114,2486800,BT00001,16,
02.02.2021,1112,2507900,BT00001,32,
02.02.2021,1113,2507900,BT00002,24,
02.02.2021,1120,2507900,BT00002,24,
02.02.2021,1118,2531200,BT00001,16,
02.02.2021,1112,2602900,BT00003,24,
02.02.2021,1116,2622400,BT00002,11,
02.02.2021,1116,2622400,BT00002,8,
02.02.2021,1116,2622400,BT00002,14,
02.02.2021,1116,2622400,BT00002,24,
02.02.2021,1119,2622400,BT00002,16,
02.02.2021,1119,2622400,BT00002,3,
02.02.2021,1119,2622400,BT00002,22,
02.02.2021,1119,2622400,BT00002,26,
02.02.2021,1112,2635400,BT00002,8,
02.02.2021,1115,2635400,BT00002,1,
02.02.2021,1115,2635400,BT00002,1,
02.02.2021,1115,2635400,BT00002,1,
02.02.2021,1115,2635400,BT00002,1,
02.02.2021,1115,2635400,BT00002,1,
02.02.2021,1115,2635400,BT00002,1,
02.02.2021,1115,2635400,BT00002,8,
02.02.2021,1115,2635400,BT00002,8,
02.02.2021,1115,2635400,BT00003,1,
02.02.2021,1115,2635400,BT00003,1,
02.02.2021,1119,2637400,BT00001,80,
02.02.2021,1119,2637400,BT00001,80,
02.02.2021,1119,2637400,BT00002,16,
02.02.2021,1118,2700900,BT00002,64,
02.02.2021,1120,2700900,BT00002,4,
02.02.2021,1112,2743300,BT00001,8,
02.02.2021,1115,2880900,BT00001,1,
02.02.2021,1114,2880900,BT00002,1,
02.02.2021,1114,2880900,BT00002,1,
02.02.2021,1114,2880900,BT00002,1,
02.02.2021,1115,2880900,BT00002,1,
02.02.2021,1115,2880900,BT00003,48,
02.02.2021,1119,2880900,BT00006,1,
02.02.2021,1112,3201900,BT00001,4,
02.02.2021,1112,3201900,BT00001,12,
02.02.2021,1115,3201900,BT00002,5,
02.02.2021,1115,3201900,BT00002,16,
02.02.2021,1115,3201900,BT00003,12,
02.02.2021,1118,3230100,BT00001,36,
02.02.2021,1114,3265200,BT00001,21,
02.02.2021,1114,3265200,BT00001,37,
02.02.2021,1114,3265200,BT00001,78,
02.02.2021,1114,3265200,BT00001,8,
02.02.2021,1117,3279700,BT00002,1,
02.02.2021,1112,3281300,BT00001,24,
02.02.2021,1112,3281300,BT00001,23,
02.02.2021,1118,3285000,BT00001,16,
02.02.2021,1118,3285000,BT00001,64,
02.02.2021,1118,3285000,BT00001,16,
02.02.2021,1118,3285000,BT00001,32,
02.02.2021,1118,3285000,BT00001,64,
02.02.2021,1118,3285000,BT00001,16,
02.02.2021,1118,3285000,BT00001,48,
02.02.2021,1118,3285000,BT00001,32,
02.02.2021,1116,3285000,BT00002,8,
02.02.2021,1116,3285000,BT00002,8,
02.02.2021,1118,3285000,BT00002,32,
02.02.2021,1118,3285000,BT00003,12,
02.02.2021,1117,3285400,BT00001,8,
02.02.2021,1117,3285400,BT00001,8,
02.02.2021,1117,3285400,BT00007,16,
02.02.2021,1117,3285400,BT00007,16,
02.02.2021,1118,3290300,BT00001,56,
02.02.2021,1118,3290300,BT00001,-36,
02.02.2021,1118,3290300,BT00002,32,
02.02.2021,1118,3290300,BT00002,24,
02.02.2021,1118,3290300,BT00007,33,
02.02.2021,1118,3290300,BT00007,33,
02.02.2021,1118,3290300,BT00007,38,
02.02.2021,1118,3290300,BT00007,88,
02.02.2021,1118,3290300,BT00007,20,
02.02.2021,1118,3290300,BT00007,48,
02.02.2021,1118,3290300,BT00007,-40,
02.02.2021,1118,3298300,BT00002,1,
02.02.2021,1118,3298300,BT00002,1,
02.02.2021,1118,3298300,BT00002,32,
02.02.2021,1118,3298300,BT00002,32,
02.02.2021,1118,3298300,BT00002,96,
02.02.2021,1115,3301700,BT00003,36,
02.02.2021,1115,3301700,BT00003,12,
02.02.2021,1120,3301700,BT00003,128,
02.02.2021,1118,3305156,BT00001,16,
02.02.2021,1118,3306100,BT00001,46,
02.02.2021,1118,3306100,BT00001,17,
02.02.2021,1118,3306100,BT00001,12,
02.02.2021,1118,3306100,BT00001,1,
02.02.2021,1118,3306100,BT00001,93,
02.02.2021,1120,3306100,BT00001,13,
02.02.2021,1120,3306100,BT00001,7,
02.02.2021,1120,3306100,BT00001,12,
02.02.2021,1118,3306100,BT00002,30,
02.02.2021,1118,3306100,BT00002,120,
02.02.2021,1118,3306100,BT00006,4,
02.02.2021,1118,3311300,BT00002,4,
02.02.2021,1117,3311300,BT00007,16,
02.02.2021,1117,3311300,BT00007,48,
02.02.2021,1118,3311300,BT00007,1,
02.02.2021,1118,3311300,BT00007,10,
02.02.2021,1112,3325156,BT00001,2,
02.02.2021,1112,3325156,BT00001,4,
02.02.2021,1118,3455256,BT00002,3,
02.02.2021,1118,3455256,BT00002,2,
02.02.2021,1116,20166678,BT00002,32,
02.02.2021,1116,20166678,BT00002,32,
02.02.2021,1115,21000896,BT00001,16,
02.02.2021,1116,21000896,BT00001,4,
02.02.2021,1116,21000896,BT00001,16,
02.02.2021,1116,21000896,BT00001,16,
02.02.2021,1116,21000896,BT00001,64,
02.02.2021,1116,21000896,BT00001,16,
02.02.2021,1116,21000896,BT00001,32,
02.02.2021,1124,21000896,BT00001,12,
02.02.2021,1115,21000896,BT00002,8,
02.02.2021,1116,21000896,BT00002,32,
02.02.2021,1116,21000896,BT00002,96,
02.02.2021,1119,21000896,BT00002,1,
02.02.2021,1119,21000896,BT00002,1,
02.02.2021,1119,21000896,BT00003,12,
02.02.2021,1119,21000896,BT00006,9,
02.02.2021,1115,21000896,BT00007,1,
02.02.2021,1116,21000953,BT00002,64,
02.02.2021,1117,21001061,BT00001,16,
02.02.2021,1117,21001061,BT00001,8,
02.02.2021,1117,21001061,BT00001,8,
02.02.2021,1117,21001061,BT00001,16,
02.02.2021,1117,21001061,BT00001,16,
02.02.2021,1117,21001061,BT00001,8,
02.02.2021,1117,21001061,BT00001,32,
02.02.2021,1117,21001061,BT00001,16,
02.02.2021,1117,21001061,BT00001,16,
02.02.2021,1117,21001061,BT00001,16,
02.02.2021,1117,21001061,BT00007,18,
02.02.2021,1125,21001851,BT00001,8,
02.02.2021,1125,21001851,BT00001,26,
02.02.2021,1125,21001851,BT00001,3,
02.02.2021,1125,21001851,BT00001,1,
02.02.2021,1118,21001944,BT00001,4,
02.02.2021,1118,21001944,BT00001,16,
02.02.2021,1118,21001944,BT00001,6,
02.02.2021,1118,21001944,BT00001,32,
02.02.2021,1118,21001944,BT00002,6,
02.02.2021,1115,21002552,BT00001,64,
02.02.2021,1115,21002552,BT00001,48,
02.02.2021,1118,21002552,BT00001,16,
02.02.2021,1118,21002552,BT00001,48,
02.02.2021,1118,21002552,BT00001,80,
02.02.2021,1118,21002552,BT00001,32,
02.02.2021,1118,21002552,BT00001,16,
